Category,Message
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
ham,Mmmm.... I cant wait to lick it!
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Send me your resume:-)
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Lol boo I was hoping for a laugh
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,K tell me anything about you.
ham,Buy one egg for me da..please:)
ham,Wanna do some art?! :D
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,Thx. All will be well in a few months
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,"Hmm well, night night"
ham,So what u doing today?
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Yo dude guess who just got arrested the other day
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Great! I have to run now so ttyl!
ham,So wat's da decision?
ham,PS U no ur a grown up now right?
ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,"I hav almost reached. Call, i m unable to connect u."
spam,You have 1 new voicemail. Please call 08719181513.
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,I like to talk pa but am not able to. I dont know y.
ham,"K, wat s tht incident?"
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,If I get there before you after your ten billion calls and texts so help me god
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,We stopped to get ice cream and will go back after
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,Shall i get my pouch?
ham,Wish i were with you now!
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Are you staying in town ?
ham,"Alright, see you in a bit"
ham,Oh ho. Is this the first time u use these type of words
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,Thanx...
ham,Think + da. You wil do.
ham,"Sorry, I'll call later"
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,"How about clothes, jewelry, and trips?"
ham,S...i will take mokka players only:)
ham,I think chennai well settled?
ham,Hello madam how are you ?
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,U can call now...
ham,"Sorry, I'll call later"
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,"sry can't talk on phone, with parents"
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,How much u trying to get?
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,No calls..messages..missed calls
ham,;-) ok. I feel like john lennon.
ham,How dare you change my ring
ham,Well i will watch shrek in 3D!!B)
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
ham,I cant pick the phone right now. Pls send a message
ham,No management puzzeles.
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,And do you have any one that can teach me how to ship cars.
ham,Thanks love. But am i doing torch or bold.
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
ham,Well I'm going to be an aunty!
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,Ok.
ham,My battery is low babe
ham,Mmm so yummy babe ... Nice jolt to the suzy
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham,It certainly puts things into perspective when something like this happens
ham,Ok. No wahala. Just remember that a friend in need ...
ham,Is there any training tomorrow?
ham,Good morning princess! Have a great day!
ham,K.i will send in  &lt;#&gt;  min:)
ham,Prakesh is there know.
ham,Hey gals...U all wanna meet 4 dinner at nìte?
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,You will go to walmart. I.ll stay.
ham,What makes you most happy?
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,Moji just informed me that you saved our lives. Thanks.
ham,Are u coming to the funeral home
ham,So i'm doing a list of buyers.
ham,"Sorry, I'll call later"
ham,No de.am seeing in online shop so that i asked.
ham,So no messages. Had food?
ham,No..its ful of song lyrics..
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Okie... Thanx...
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,Your dad is back in ph?
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Or just do that 6times
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,"Arms fine, how's Cardiff and uni?"
ham,Thanks chikku..:-) gud nyt:-*
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Small problem in auction:)punj now asking tiwary
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,"Yeah, we got one lined up for us"
ham,"Kate jackson rec center before 7ish, right?"
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham,K...k:)why cant you come here and search job:)
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,It should take about  &lt;#&gt;  min
ham,Yar else i'll thk of all sorts of funny things.
ham,Send me yetty's number pls.
ham,Is she replying. Has boye changed his phone number
ham,Ho ho - big belly laugh! See ya tomo
ham,"Customer place, i wil cal u sir."
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.
ham,We can go 4 e normal pilates after our intro...
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,"Yeah, that's fine! It's £6 to get in, is that ok?"
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Hey what how about your project. Started aha da.
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,But i juz remembered i gotta bathe my dog today..
ham,Call me when u're done...
ham,Kent vale lor... Ü wait 4 me there ar?
ham,Pls call me da. What happen.
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,K...k...when will you give treat?
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,No that just means you have a fat head
ham,Whos this am in class:-)
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,"Tonight? Yeah, I'd be down for that"
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,Ok lor. Msg me b4 u call.
ham,They just talking thats it de. They wont any other.
ham,Also track down any lighters you can find
ham,"Alright, we're all set here, text the man"
ham,Sorry i din lock my keypad.
ham,Ok which your another number
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,"It's that time of the week again, ryan"
ham,Hey what are you doing. Y no reply pa..
ham,Can come my room but cannot come my house cos my house still messy... Haha...
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,Lmao you know me so well...
ham,"I want to show you the world, princess :) how about europe?"
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Do you know where my lab goggles went
ham,You said not now. No problem. When you can. Let me know.
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,You still at the game?
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,Are you going to wipro interview today?
ham,Thank you princess! I want to see your nice juicy booty...
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,No current and food here. I am alone also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Ic. There are a lotta childporn cars then.
ham,You call him and tell now infront of them. Call him now.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,K I'll be there before 4.
ham,Thts wat Wright Brother did to fly..
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,So that means you still think of teju
ham,I think that tantrum's finished so yeah I'll be by at some point
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,"Carlos took a while (again), we leave in a minute"
ham,Boy you best get yo ass out here quick
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,Are you at work right now ?
ham,Does not operate after  &lt;#&gt;  or what
ham,Free any day but i finish at 6 on mon n thurs...
ham,What time. I‘m out until prob 3 or so
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Pls come quick cant bare this.
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,What you need. You have a person to give na.
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,"Sorry, I'll call later"
ham,I'm coming home 4 dinner.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Thats cool. How was your day?
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,Siva is in hostel aha:-.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Where r we meeting?
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,here is my new address -apples&pairs&all that malarky
spam,You have 1 new message. Please call 08715205273
ham,Don no da:)whats you plan?
ham,I am waiting machan. Call me once you free.
ham,.Please charge my mobile when you get up in morning.
ham,U dun say so early hor... U c already then say...
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Just curious because my cuz asked what I was up to
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,Why tired what special there you had
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,K k pa Had your lunch aha.
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,I am in bus on the way to calicut
ham,Just normal only here :)
ham,Anything lor if they all go then i go lor...
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,You best watch what you say cause I get drunk as a motherfucker
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,Customer place i will call you
ham,Are you this much buzy
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,"I think we're going to finn's now, come"
ham,Ok. I asked for money how far
ham,"Are you sure you don't mean ""get here, we made you hold all the weed"""
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Ok then no need to tell me anything i am going to sleep good night
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,Lol ok your forgiven :)
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham,Good night. Am going to sleep.
ham,Dai what this da.. Can i send my resume to this id.
ham,Cos daddy arranging time c wat time fetch ü mah...
ham,S..antha num corrct dane
ham,No de. But call me after some time. Ill tell you k
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,I have to take exam with march 3
ham,Sorry i'm not free...
ham,Gudnite....tc...practice going on
ham,Hey they r not watching movie tonight so i'll prob b home early...
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,"Sorry, I'll call later"
ham,Oh just getting even with u.... u?
ham,I am in a marriage function
ham,I cant wait to see you! How were the photos were useful? :)
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,ILL B DOWN SOON
ham,Will you be here for food
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Many times we lose our best ones bcoz we are
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,K:)eng rocking in ashes:)
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,That one week leave i put know that time. Why.
ham,Dear i am not denying your words please
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
ham,"Sorry, I'll call later"
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Its just the effect of irritation. Just ignore it
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,I'm in office now da:)where are you?
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Then cant get da laptop? My matric card wif ü lei...
ham,May b approve panalam...but it should have more posts..
ham,Hey are you angry with me. Reply me dr.
ham,Whatsup there. Dont u want to sleep
ham,Why you keeping me away like this
ham,and  picking them up from various points
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Howz pain?hope u r fine..
ham,Or I guess  &lt;#&gt;  min
ham,I cant pick the phone right now. Pls send a message
ham,Yup ok thanx...
ham,Just now saw your message.it k da:)
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Are you there in room.
ham,Go fool dont cheat others ok
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Stupid.its not possible
ham,Oh yeah clearly it's my fault
